Дата,Цена,Откр.,Макс.,Мин.,Изм. 
21.07.2019,7.130,7.150,7.150,7.130,-0.28
14.07.2019,7.150,7.220,7.220,7.150,-0.97
07.07.2019,7.220,7.410,7.410,7.220,-2.56
30.06.2019,7.410,7.450,7.450,7.410,-0.54
23.06.2019,7.450,7.450,7.450,7.450,0.00
16.06.2019,7.450,7.490,7.490,7.450,-0.53
09.06.2019,7.490,7.610,7.610,7.490,-1.58
02.06.2019,7.610,7.670,7.670,7.610,-0.78
26.05.2019,7.670,7.670,7.670,7.670,0.00
19.05.2019,7.670,7.690,7.850,7.670,-0.26
12.05.2019,7.690,7.720,7.720,7.690,-0.39
05.05.2019,7.720,7.730,7.730,7.720,-0.13
28.04.2019,7.730,7.750,7.750,7.730,-0.26
21.04.2019,7.750,7.750,7.750,7.750,0.00
14.04.2019,7.750,7.750,7.750,7.750,-0.13
07.04.2019,7.760,7.750,7.760,7.750,0.13
31.03.2019,7.750,7.740,7.750,7.740,0.13
24.03.2019,7.740,7.750,7.750,7.740,-0.13
17.03.2019,7.750,7.830,7.830,7.750,-1.02
10.03.2019,7.830,7.830,7.830,7.830,0.00
03.03.2019,7.830,7.920,7.920,7.830,-1.14
24.02.2019,7.920,7.960,7.960,7.920,-0.50
17.02.2019,7.960,8.000,8.000,7.960,-0.50
10.02.2019,8.000,7.980,8.000,7.970,0.25
03.02.2019,7.980,7.990,8.000,7.980,0.00
27.01.2019,7.980,7.990,7.990,7.980,-0.13
20.01.2019,7.990,8.010,8.010,7.990,-0.25
13.01.2019,8.010,8.040,8.050,8.010,-0.25
06.01.2019,8.030,8.050,8.050,8.030,-0.25
23.12.2018,8.050,8.040,8.050,8.040,0.12
16.12.2018,8.040,7.860,8.040,7.860,2.29
09.12.2018,7.860,7.850,7.860,7.850,0.13
02.12.2018,7.850,7.840,7.850,7.840,0.13
25.11.2018,7.840,7.820,7.840,7.820,0.26
18.11.2018,7.820,7.850,7.850,7.820,-0.38
11.11.2018,7.850,7.790,7.890,7.790,0.77
04.11.2018,7.790,7.860,7.860,7.790,-0.89
28.10.2018,7.860,7.850,7.860,7.850,0.13
21.10.2018,7.850,7.850,7.860,7.850,0.00
14.10.2018,7.850,7.980,7.980,7.850,-1.63
07.10.2018,7.980,7.940,7.980,7.940,0.50
30.09.2018,7.940,7.850,7.940,7.850,1.15
23.09.2018,7.850,7.840,7.850,7.840,0.13
16.09.2018,7.840,7.850,7.870,7.840,-0.13
09.09.2018,7.850,7.760,7.960,7.760,1.16
02.09.2018,7.760,7.550,7.760,7.550,2.78
26.08.2018,7.550,7.400,7.550,7.390,2.03
19.08.2018,7.400,7.330,7.400,7.330,0.95
12.08.2018,7.330,7.200,7.330,7.200,1.81
05.08.2018,7.200,7.140,7.200,7.140,0.84
29.07.2018,7.140,7.120,7.140,7.120,0.28
22.07.2018,7.120,7.120,7.120,7.110,0.00
15.07.2018,7.120,7.120,7.120,7.120,-0.14
08.07.2018,7.130,7.120,7.130,7.110,0.14
01.07.2018,7.120,7.110,7.120,7.110,0.14
24.06.2018,7.110,7.080,7.110,7.080,0.42
17.06.2018,7.080,7.060,7.080,7.060,0.28
10.06.2018,7.060,7.040,7.060,7.040,0.28
03.06.2018,7.040,7.050,7.050,7.040,-0.14
27.05.2018,7.050,7.040,7.050,7.040,0.14
20.05.2018,7.040,7.040,7.050,7.040,0.00
13.05.2018,7.040,7.020,7.040,7.010,-0.28
06.05.2018,7.060,7.050,7.060,7.050,0.28
22.04.2018,7.040,0.200,7.050,0.200,-0.14
15.04.2018,7.050,7.050,7.060,7.050,0.57
08.04.2018,7.010,6.810,7.010,6.810,3.09
01.04.2018,6.800,6.770,6.800,6.770,0.59
25.03.2018,6.760,6.750,6.760,6.750,-0.15
18.03.2018,6.770,6.790,6.790,6.770,-0.15
11.03.2018,6.780,6.800,6.800,6.770,-0.44
04.03.2018,6.810,6.790,6.810,6.790,0.29
25.02.2018,6.790,6.780,6.790,6.780,0.44
18.02.2018,6.760,6.770,6.770,6.760,-0.15
11.02.2018,6.770,6.890,6.890,6.750,-2.31
04.02.2018,6.930,6.980,6.980,6.930,-0.86
28.01.2018,6.990,7.060,7.070,6.990,-1.13
21.01.2018,7.070,7.120,7.120,7.070,-1.39
14.01.2018,7.170,7.380,7.380,7.170,-3.76
07.01.2018,7.450,7.520,7.520,7.450,-0.93
24.12.2017,7.520,7.520,7.520,7.520,-0.27
17.12.2017,7.540,7.540,7.540,7.540,-2.84
10.12.2017,7.760,7.760,7.760,7.760,-0.26
03.12.2017,7.780,7.780,7.780,7.780,-0.26
26.11.2017,7.800,7.800,7.800,7.800,-0.13
19.11.2017,7.810,7.810,7.810,7.810,0.00
12.11.2017,7.810,7.810,7.810,7.810,-0.13
05.11.2017,7.820,7.820,7.820,7.820,-0.51
29.10.2017,7.860,7.860,7.860,7.860,-0.88
22.10.2017,7.930,7.930,7.930,7.930,-0.63
15.10.2017,7.980,7.980,7.980,7.980,-1.60
08.10.2017,8.110,8.110,8.110,8.110,-1.10
01.10.2017,8.200,8.200,8.200,8.200,-0.61
24.09.2017,8.250,8.250,8.250,8.250,-1.08
17.09.2017,8.340,8.340,8.340,8.340,-1.07
10.09.2017,8.430,8.430,8.430,8.430,-0.71
03.09.2017,8.490,8.490,8.490,8.490,-1.39
27.08.2017,8.610,8.610,8.610,8.610,-0.92
20.08.2017,8.690,8.690,8.690,8.690,-0.57
13.08.2017,8.740,8.740,8.740,8.740,0.00
06.08.2017,8.740,8.740,8.740,8.740,-1.02
30.07.2017,8.830,8.830,8.830,8.830,0.80
23.07.2017,8.760,8.760,8.760,8.760,-0.23
16.07.2017,8.780,8.780,8.780,8.780,0.34
09.07.2017,8.750,8.750,8.750,8.750,-0.23
02.07.2017,8.770,8.770,8.770,8.770,-0.23
25.06.2017,8.790,8.790,8.790,8.790,0.34
18.06.2017,8.760,8.760,8.760,8.760,0.69
11.06.2017,8.700,8.700,8.700,8.700,-0.23
04.06.2017,8.720,8.720,8.720,8.720,-0.34
28.05.2017,8.750,8.750,8.750,8.750,-1.02
21.05.2017,8.840,8.840,8.840,8.840,-1.45
14.05.2017,8.970,8.970,8.970,8.970,-1.86
07.05.2017,9.140,9.140,9.140,9.140,-1.40
30.04.2017,9.270,9.270,9.270,9.270,-1.28
23.04.2017,9.390,9.390,9.390,9.390,-1.57
16.04.2017,9.540,9.540,9.540,9.540,-0.52
09.04.2017,9.590,9.590,9.590,9.590,-0.62
02.04.2017,9.650,9.650,9.650,9.650,-0.21
26.03.2017,9.670,9.670,9.670,9.670,-1.23
19.03.2017,9.790,9.790,9.790,9.790,-1.41
12.03.2017,9.930,9.930,9.930,9.930,-0.20
05.03.2017,9.950,9.950,9.950,9.950,-0.60
26.02.2017,10.010,10.010,10.010,10.010,0.10
19.02.2017,10.000,10.000,10.000,10.000,0.00
12.02.2017,10.000,10.000,10.000,10.000,0.20
05.02.2017,9.980,9.980,9.980,9.980,0.81
29.01.2017,9.900,9.900,9.900,9.900,-0.10
22.01.2017,9.910,9.910,9.910,9.910,0.10
15.01.2017,9.900,9.900,9.900,9.900,-0.80
08.01.2017,9.980,9.980,9.980,9.980,-0.20
25.12.2016,10.000,10.000,10.000,10.000,0.00
18.12.2016,10.000,10.000,10.000,10.000,-0.10
11.12.2016,10.010,10.010,10.010,10.010,-0.69
04.12.2016,10.080,10.080,10.080,10.080,-0.10
27.11.2016,10.090,10.090,10.090,10.090,0.30
20.11.2016,10.060,10.060,10.060,10.060,0.00
13.11.2016,10.060,10.060,10.060,10.060,-0.30
06.11.2016,10.090,10.090,10.090,10.090,0.00
30.10.2016,10.090,10.090,10.090,10.090,-0.10
23.10.2016,10.100,10.100,10.100,10.100,0.30
16.10.2016,10.070,10.070,10.070,10.070,0.20
09.10.2016,10.050,10.050,10.050,10.050,0.80
02.10.2016,9.970,9.970,9.970,9.970,-0.10
25.09.2016,9.980,9.980,9.980,9.980,-0.10
18.09.2016,9.990,9.990,9.990,9.990,-0.60
11.09.2016,10.050,10.050,10.050,10.050,0.10
04.09.2016,10.040,10.040,10.040,10.040,-7.29
28.08.2016,10.830,10.830,10.830,10.830,-0.37
21.08.2016,10.870,10.870,10.870,10.870,-0.18
14.08.2016,10.890,10.890,10.890,10.890,-0.09
07.08.2016,10.900,10.900,10.900,10.900,-0.27
31.07.2016,10.930,10.930,10.930,10.930,-0.64
24.07.2016,11.000,11.000,11.000,11.000,0.00
17.07.2016,11.000,11.000,11.000,11.000,0.00
10.07.2016,11.000,11.000,11.000,11.000,0.00
03.07.2016,11.000,11.000,11.000,11.000,-0.72
26.06.2016,11.080,11.080,11.080,11.080,0.00
19.06.2016,11.080,11.080,11.080,11.080,-0.45
12.06.2016,11.130,11.130,11.130,11.130,-2.71
05.06.2016,11.440,11.440,11.440,11.440,-0.61
29.05.2016,11.510,11.510,11.510,11.510,0.00
22.05.2016,11.510,11.510,11.510,11.510,0.17
15.05.2016,11.490,11.490,11.490,11.490,-0.17
08.05.2016,11.510,11.510,11.510,11.510,-0.69
01.05.2016,11.590,11.590,11.590,11.590,-0.09
24.04.2016,11.600,11.600,11.600,11.600,-1.11
17.04.2016,11.730,11.730,11.730,11.730,-1.51
10.04.2016,11.910,11.910,11.910,11.910,-0.17
03.04.2016,11.930,11.930,11.930,11.930,-0.50
27.03.2016,11.990,11.990,11.990,11.990,-0.08
20.03.2016,12.000,12.000,12.000,12.000,0.17
13.03.2016,11.980,11.980,11.980,11.980,-0.42
06.03.2016,12.030,12.030,12.030,12.030,-0.25
28.02.2016,12.060,12.060,12.060,12.060,-0.17
21.02.2016,12.080,12.080,12.080,12.080,-0.08
14.02.2016,12.090,12.090,12.090,12.090,-0.08
07.02.2016,12.100,12.100,12.100,12.100,0.08
31.01.2016,12.090,12.090,12.090,12.090,-0.08
24.01.2016,12.100,12.100,12.100,12.100,0.00
17.01.2016,12.100,12.100,12.100,12.100,0.58
10.01.2016,12.030,12.030,12.030,12.030,1.95
03.01.2016,11.800,11.800,11.800,11.800,-0.25
27.12.2015,11.830,11.830,11.830,11.830,-0.34
20.12.2015,11.870,11.870,11.870,11.870,0.00
13.12.2015,11.870,11.870,11.870,11.870,0.00
06.12.2015,11.870,11.870,11.870,11.870,-0.42
29.11.2015,11.920,11.920,11.920,11.920,0.25
22.11.2015,11.890,11.890,11.890,11.890,0.00
15.11.2015,11.890,11.890,11.890,11.890,0.34
08.11.2015,11.850,11.850,11.850,11.850,-0.25
01.11.2015,11.880,11.880,11.880,11.880,0.51
25.10.2015,11.820,11.820,11.820,11.820,-0.67
18.10.2015,11.900,11.900,11.900,11.900,-0.17
11.10.2015,11.920,11.920,11.920,11.920,-0.50
04.10.2015,11.980,11.980,11.980,11.980,0.00
27.09.2015,11.980,11.980,11.980,11.980,-0.08
20.09.2015,11.990,11.990,11.990,11.990,0.08
13.09.2015,11.980,11.980,11.980,11.980,0.76
06.09.2015,11.890,11.890,11.890,11.890,-0.83
30.08.2015,11.990,11.990,11.990,11.990,-1.88
23.08.2015,12.220,12.220,12.220,12.220,0.91
16.08.2015,12.110,12.110,12.110,12.110,1.51
09.08.2015,11.930,11.930,11.930,11.930,0.34
02.08.2015,11.890,11.890,11.890,11.890,-2.94
26.07.2015,12.250,12.250,12.250,12.250,-0.73
19.07.2015,12.340,12.340,12.340,12.340,-0.32
12.07.2015,12.380,12.380,12.380,12.380,-0.48
05.07.2015,12.440,12.440,12.440,12.440,-0.32
28.06.2015,12.480,12.480,12.480,12.480,-0.48
21.06.2015,12.540,12.540,12.540,12.540,-0.24
14.06.2015,12.570,12.570,12.570,12.570,-4.63
07.06.2015,13.180,13.180,13.180,13.180,-2.08
31.05.2015,13.460,13.460,13.460,13.460,0.00
24.05.2015,13.460,13.460,13.460,13.460,-0.81
17.05.2015,13.570,13.570,13.570,13.570,-1.24
10.05.2015,13.740,13.740,13.740,13.740,-0.72
03.05.2015,13.840,13.840,13.840,13.840,-3.08
26.04.2015,14.280,14.280,14.280,14.280,-0.56
19.04.2015,14.360,14.360,14.360,14.360,-1.85
12.04.2015,14.630,14.630,14.630,14.630,-1.81
05.04.2015,14.900,14.900,14.900,14.900,-4.97
29.03.2015,15.680,15.680,15.680,15.680,-1.20
22.03.2015,15.870,15.870,15.870,15.870,-1.61
15.03.2015,16.130,16.130,16.130,16.130,-2.18
08.03.2015,16.490,16.490,16.490,16.490,-2.83
01.03.2015,16.970,16.970,16.970,16.970,-0.64
22.02.2015,17.080,17.080,17.080,17.080,-0.23
15.02.2015,17.120,17.120,17.120,17.120,-3.17
08.02.2015,17.680,17.680,17.680,17.680,-1.56
01.02.2015,17.960,17.960,17.960,17.960,-15.32
25.01.2015,21.210,21.210,21.210,21.210,0.05
18.01.2015,21.200,21.200,21.200,21.200,-7.30
11.01.2015,22.870,22.870,22.870,22.870,-5.88
04.01.2015,24.300,24.300,24.300,24.300,-1.62
28.12.2014,24.700,24.700,24.700,24.700,-8.96
21.12.2014,27.130,27.130,27.130,27.130,-10.49
14.12.2014,30.310,30.310,30.310,30.310,104.52
07.12.2014,14.820,14.820,14.820,14.820,13.56
30.11.2014,13.050,13.050,13.050,13.050,1.48
23.11.2014,12.860,12.860,12.860,12.860,2.96
16.11.2014,12.490,12.490,12.490,12.490,1.54
09.11.2014,12.300,12.300,12.300,12.300,1.15
02.11.2014,12.160,12.160,12.160,12.160,8.19
26.10.2014,11.240,11.240,11.240,11.240,2.46
19.10.2014,10.970,10.970,10.970,10.970,0.73
12.10.2014,10.890,10.890,10.890,10.890,0.74
05.10.2014,10.810,10.810,10.810,10.810,1.41
28.09.2014,10.660,10.660,10.660,10.660,0.38
21.09.2014,10.620,10.620,10.620,10.620,0.85
14.09.2014,10.530,10.530,10.530,10.530,1.45
07.09.2014,10.380,10.380,10.380,10.380,0.78
31.08.2014,10.300,10.300,10.300,10.300,-0.68
24.08.2014,10.370,10.370,10.370,10.370,0.48
17.08.2014,10.320,10.320,10.320,10.320,0.29
10.08.2014,10.290,10.290,10.290,10.290,-0.10
03.08.2014,10.300,10.300,10.300,10.300,0.19
27.07.2014,10.280,10.280,10.280,10.280,4.90
20.07.2014,9.800,9.800,9.800,9.800,0.20
13.07.2014,9.780,9.780,9.780,9.780,0.82
06.07.2014,9.700,9.700,9.700,9.700,0.21
29.06.2014,9.680,9.680,9.680,9.680,-0.41
22.06.2014,9.720,9.720,9.720,9.720,-0.21
15.06.2014,9.740,9.740,9.740,9.740,-1.12
08.06.2014,9.850,9.850,9.850,9.850,0.20
01.06.2014,9.830,9.830,9.830,9.830,-0.20
25.05.2014,9.850,9.850,9.850,9.850,-0.30
18.05.2014,9.880,9.880,9.880,9.880,-0.40
11.05.2014,9.920,9.920,9.920,9.920,0.30
04.05.2014,9.890,9.890,9.890,9.890,-2.08
27.04.2014,10.100,10.100,10.100,10.100,7.10
20.04.2014,9.430,9.430,9.430,9.430,1.29
13.04.2014,9.310,9.310,9.310,9.310,0.22
06.04.2014,9.290,9.290,9.290,9.290,0.11
30.03.2014,9.280,9.280,9.280,9.280,-0.64
23.03.2014,9.340,9.340,9.340,9.340,-0.85
16.03.2014,9.420,9.420,9.420,9.420,-3.09
09.03.2014,9.720,9.720,9.720,9.720,14.76
02.03.2014,8.470,8.470,8.470,8.470,15.87
23.02.2014,7.310,7.310,7.310,7.310,-0.27
16.02.2014,7.330,7.330,7.330,7.330,1.24
09.02.2014,7.240,7.240,7.240,7.240,-0.14
02.02.2014,7.250,7.250,7.250,7.250,-2.03
26.01.2014,7.400,7.400,7.400,7.400,2.64
19.01.2014,7.210,7.210,7.210,7.210,-0.55
12.01.2014,7.250,7.250,7.250,7.250,0.69
05.01.2014,7.200,7.200,7.200,7.200,-1.50
29.12.2013,7.310,7.310,7.310,7.310,-0.14
22.12.2013,7.320,7.320,7.320,7.320,1.10
15.12.2013,7.240,7.240,7.240,7.240,0.70
08.12.2013,7.190,7.190,7.190,7.190,0.28
01.12.2013,7.170,7.170,7.170,7.170,1.41
24.11.2013,7.070,7.070,7.070,7.070,0.14
17.11.2013,7.060,7.060,7.060,7.060,0.00
10.11.2013,7.060,7.060,7.060,7.060,0.00
03.11.2013,7.060,7.060,7.060,7.060,0.00
27.10.2013,7.060,7.060,7.060,7.060,0.86
20.10.2013,7.000,7.000,7.000,7.000,-0.28
13.10.2013,7.020,7.020,7.020,7.020,0.00
06.10.2013,7.020,7.020,7.020,7.020,-0.28
29.09.2013,7.040,7.040,7.040,7.040,-1.40
22.09.2013,7.140,7.140,7.140,7.140,0.14
15.09.2013,7.130,7.130,7.130,7.130,-0.28
08.09.2013,7.150,7.150,7.150,7.150,0.56
01.09.2013,7.110,7.110,7.110,7.110,1.14
25.08.2013,7.030,7.030,7.030,7.030,-0.28
18.08.2013,7.050,7.050,7.050,7.050,-1.26
11.08.2013,7.140,7.140,7.140,7.140,-0.14
04.08.2013,7.150,7.150,7.150,7.150,-1.79
28.07.2013,7.280,7.280,7.280,7.280,0.97
21.07.2013,7.210,7.210,7.210,7.210,0.00
14.07.2013,7.210,7.210,7.210,7.210,-0.83
07.07.2013,7.270,7.270,7.270,7.270,0.41
30.06.2013,7.240,7.240,7.240,7.240,-0.69
23.06.2013,7.290,7.290,7.290,7.290,0.14
16.06.2013,7.280,7.280,7.280,7.280,0.00
09.06.2013,7.280,7.280,7.280,7.280,-0.68
02.06.2013,7.330,7.330,7.330,7.330,-0.14
26.05.2013,7.340,7.340,7.340,7.340,0.27
19.05.2013,7.320,7.320,7.320,7.320,-0.54
12.05.2013,7.360,7.360,7.360,7.360,-0.54
05.05.2013,7.400,7.400,7.400,7.400,0.00
28.04.2013,7.400,7.400,7.400,7.400,0.00
21.04.2013,7.400,7.400,7.400,7.400,0.14
14.04.2013,7.390,7.390,7.390,7.390,-0.81
07.04.2013,7.450,7.450,7.450,7.450,-0.53
31.03.2013,7.490,7.490,7.490,7.490,1.90
24.03.2013,7.350,7.350,7.350,7.350,-0.14
17.03.2013,7.360,7.360,7.360,7.360,1.66
10.03.2013,7.240,7.240,7.240,7.240,-0.82
03.03.2013,7.300,7.300,7.300,7.300,-0.14
24.02.2013,7.310,7.310,7.310,7.310,-0.14
17.02.2013,7.320,7.320,7.320,7.320,-0.41
10.02.2013,7.350,7.350,7.350,7.350,0.82
03.02.2013,7.290,7.290,7.290,7.290,-0.82
27.01.2013,7.350,7.350,7.350,7.350,-0.41
20.01.2013,7.380,7.380,7.380,7.380,-2.77
13.01.2013,7.590,7.590,7.590,7.590,0.13
06.01.2013,7.580,7.580,7.580,7.580,-1.04
23.12.2012,7.660,7.660,7.660,7.660,0.26
16.12.2012,7.640,7.640,7.640,7.640,0.13
09.12.2012,7.630,7.630,7.630,7.630,-0.78
02.12.2012,7.690,7.690,7.690,7.690,0.52
25.11.2012,7.650,7.650,7.650,7.650,0.66
18.11.2012,7.600,7.600,7.600,7.600,0.13
11.11.2012,7.590,7.590,7.590,7.590,0.53
04.11.2012,7.550,7.550,7.550,7.550,-0.13
28.10.2012,7.560,7.560,7.560,7.560,2.30
21.10.2012,7.390,7.390,7.390,7.390,0.00
14.10.2012,7.390,7.390,7.390,7.390,0.00
07.10.2012,7.390,7.390,7.390,7.390,0.68
30.09.2012,7.340,7.340,7.340,7.340,-0.27
23.09.2012,7.360,7.360,7.360,7.360,-0.14
16.09.2012,7.370,7.370,7.370,7.370,0.41
09.09.2012,7.340,7.340,7.340,7.340,0.41
02.09.2012,7.310,7.310,7.310,7.310,-0.41
26.08.2012,7.340,7.340,7.340,7.340,0.00
19.08.2012,7.340,7.340,7.340,7.340,-0.41
12.08.2012,7.370,7.370,7.370,7.370,0.00
05.08.2012,7.370,7.370,7.370,7.370,-1.47
29.07.2012,7.480,7.480,7.480,7.480,0.40
22.07.2012,7.450,7.450,7.450,7.450,0.27
15.07.2012,7.430,7.430,7.430,7.430,0.13
08.07.2012,7.420,7.420,7.420,7.420,0.82
01.07.2012,7.360,7.360,7.360,7.360,-0.14
24.06.2012,7.370,7.370,7.370,7.370,1.10
17.06.2012,7.290,7.290,7.290,7.290,0.14
10.06.2012,7.280,7.280,7.280,7.280,-0.41
03.06.2012,7.310,7.310,7.310,7.310,-2.79
27.05.2012,7.520,7.520,7.520,7.520,4.30
20.05.2012,7.210,7.210,7.210,7.210,-1.23
13.05.2012,7.300,7.300,7.300,7.300,3.25
06.05.2012,7.070,7.070,7.070,7.070,0.43
29.04.2012,7.040,7.040,7.040,7.040,0.28
22.04.2012,7.020,7.020,7.020,7.020,0.14
15.04.2012,7.010,7.010,7.010,7.010,0.14
08.04.2012,7.000,7.000,7.000,7.000,-0.14
01.04.2012,7.010,7.010,7.010,7.010,-0.43
25.03.2012,7.040,7.040,7.040,7.040,-0.14
18.03.2012,7.050,7.050,7.050,7.050,0.00
11.03.2012,7.050,7.050,7.050,7.050,0.14
04.03.2012,7.040,7.040,7.040,7.040,0.14
26.02.2012,7.030,7.030,7.030,7.030,-0.28
19.02.2012,7.050,7.050,7.050,7.050,-0.14
12.02.2012,7.060,7.060,7.060,7.060,-0.14
05.02.2012,7.070,7.070,7.070,7.070,-0.84
29.01.2012,7.130,7.130,7.130,7.130,-0.56
22.01.2012,7.170,7.170,7.170,7.170,-0.14
15.01.2012,7.180,7.180,7.180,7.180,-0.14
08.01.2012,7.190,7.190,7.190,7.190,-1.91
01.01.2012,7.330,7.330,7.330,7.330,0.00
25.12.2011,7.330,7.330,7.330,7.330,-0.68
18.12.2011,7.380,7.380,7.380,7.380,1.37
11.12.2011,7.280,7.280,7.280,7.280,0.83
04.12.2011,7.220,7.220,7.220,7.220,1.26
27.11.2011,7.130,7.130,7.130,7.130,-0.42
20.11.2011,7.160,7.160,7.160,7.160,2.29
13.11.2011,7.000,7.000,7.000,7.000,0.43
06.11.2011,6.970,6.970,6.970,6.970,-0.29
30.10.2011,6.990,6.990,6.990,6.990,0.43
23.10.2011,6.960,6.960,6.960,6.960,-0.14
16.10.2011,6.970,6.970,6.970,6.970,3.41
09.10.2011,6.740,6.740,6.740,6.740,2.12
02.10.2011,6.600,6.600,6.600,6.600,-1.79
25.09.2011,6.720,6.720,6.720,6.720,12.94
18.09.2011,5.950,5.950,5.950,5.950,3.66
11.09.2011,5.740,5.740,5.740,5.740,15.03
04.09.2011,4.990,4.990,4.990,4.990,0.20
28.08.2011,4.980,4.980,4.980,4.980,0.00
21.08.2011,4.980,4.980,4.980,4.980,1.84
14.08.2011,4.890,4.890,4.890,4.890,0.41
07.08.2011,4.870,4.870,4.870,4.870,8.22
31.07.2011,4.500,4.500,4.500,4.500,0.90
24.07.2011,4.460,4.460,4.460,4.460,0.90
17.07.2011,4.420,4.420,4.420,4.420,0.68
10.07.2011,4.390,4.390,4.390,4.390,0.00
03.07.2011,4.390,4.390,4.390,4.390,0.00
26.06.2011,4.390,4.390,4.390,4.390,0.23
19.06.2011,4.380,4.380,4.380,4.380,0.46
12.06.2011,4.360,4.360,4.360,4.360,0.46
05.06.2011,4.340,4.340,4.340,4.340,0.00
29.05.2011,4.340,4.340,4.340,4.340,-0.23
22.05.2011,4.350,4.350,4.350,4.350,0.93
15.05.2011,4.310,4.310,4.310,4.310,1.65
08.05.2011,4.240,4.240,4.240,4.240,0.24
01.05.2011,4.230,4.230,4.230,4.230,1.44
24.04.2011,4.170,4.170,4.170,4.170,0.97
17.04.2011,4.130,4.130,4.130,4.130,-0.48
10.04.2011,4.150,4.150,4.150,4.150,-1.43
03.04.2011,4.210,4.210,4.210,4.210,-2.09
27.03.2011,4.300,4.300,4.300,4.300,0.00
20.03.2011,4.300,4.300,4.300,4.300,-0.23
13.03.2011,4.310,4.310,4.310,4.310,0.00
06.03.2011,4.310,4.310,4.310,4.310,0.00
27.02.2011,4.310,4.310,4.310,4.310,-0.69
20.02.2011,4.340,4.340,4.340,4.340,0.23
13.02.2011,4.330,4.330,4.330,4.330,-0.23
06.02.2011,4.340,4.340,4.340,4.340,-0.23
30.01.2011,4.350,4.350,4.350,4.350,-0.68
23.01.2011,4.380,4.380,4.380,4.380,0.92
16.01.2011,4.340,4.340,4.340,4.340,0.00
09.01.2011,4.340,4.340,4.340,4.340,-0.69
26.12.2010,4.370,4.370,4.370,4.370,1.86
19.12.2010,4.290,4.290,4.290,4.290,0.00
12.12.2010,4.290,4.290,4.290,4.290,0.23
05.12.2010,4.280,4.280,4.280,4.280,-0.70
28.11.2010,4.310,4.310,4.310,4.310,1.17
21.11.2010,4.260,4.260,4.260,4.260,0.47
14.11.2010,4.240,4.240,4.240,4.240,0.00
07.11.2010,4.240,4.240,4.240,4.240,0.00
31.10.2010,4.240,4.240,4.240,4.240,0.24
24.10.2010,4.230,4.230,4.230,4.230,0.48
17.10.2010,4.210,4.210,4.210,4.210,-0.24
10.10.2010,4.220,4.220,4.220,4.220,-0.24
03.10.2010,4.230,4.230,4.230,4.230,-0.47
26.09.2010,4.250,4.250,4.250,4.250,0.24
19.09.2010,4.240,4.240,4.240,4.240,-0.24
12.09.2010,4.250,4.250,4.250,4.250,0.00
