ƒата,1 день,от 2 до 7 дн.,от 8 до 30 дн.,от 31 до 90 дн.,от 91 до 180 дн.,от 181 дн. до 1 года
02.03.2005,0.69,2.17,2.37,3.75,5.14,12.4
03.03.2005,0.67,1.45,2.5,8.25,3.18,12.42
04.03.2005,0.86,0.93,2.44,6.63,11.7,
05.03.2005,0.97,1.01,1.42,3.34,9.25,12.23
09.03.2005,0.76,2.09,2.14,2,,12.42
10.03.2005,0.77,1.28,3.92,2.75,3.12,
11.03.2005,0.72,0.98,3,3,13,
14.03.2005,1.04,1.05,3.59,3.06,,12.4
15.03.2005,0.67,1.52,2.85,3.25,,
16.03.2005,0.65,2.68,4.35,4.02,3,12.49
17.03.2005,0.67,2.59,3.45,,,
18.03.2005,0.68,0.83,2.19,3.25,4,12.44
21.03.2005,0.78,1.88,3.68,4.38,,12.5
22.03.2005,0.71,2.02,,,,
23.03.2005,0.78,1.94,2.75,7.75,,
24.03.2005,0.74,1.35,1.78,,,
25.03.2005,1.24,1.25,,7.44,,
28.03.2005,1.62,1.9,1.88,,,
29.03.2005,1.68,2.16,2.18,,5.07,12.5
30.03.2005,1.32,2.45,2,,13,12.5
31.03.2005,1.49,2.05,2.17,,,
01.04.2005,0.84,0.84,2.44,2.5,,
04.04.2005,0.81,1.81,3.98,,,
05.04.2005,0.98,2.36,2.16,5,,
06.04.2005,1.04,1.39,3.13,5,,
07.04.2005,1.22,1.41,3.4,,,
08.04.2005,1.16,1.29,2.86,4.21,,
11.04.2005,1.19,2.32,4,,,7.07
12.04.2005,1.18,1.66,3.12,,8.55,
13.04.2005,1.04,1.41,1.94,4,,
14.04.2005,0.91,2.11,1.81,3.5,,
15.04.2005,0.83,1.37,2,3.5,,
18.04.2005,0.89,2.24,4.44,5.5,,
19.04.2005,0.88,1.74,2.56,,,8.2
20.04.2005,1.15,1.71,2.33,,,
21.04.2005,1.2,1.59,1.76,4.38,,
22.04.2005,1.29,1.24,3.5,,,
25.04.2005,1.85,1.3,2.39,4,,
26.04.2005,1.62,1.98,3.01,,,
27.04.2005,1.35,1.71,3.71,,7,
28.04.2005,1.94,1.85,3.33,,,
29.04.2005,5.54,4.23,6.5,,,
03.05.2005,1.95,1.51,3.66,,,
04.05.2005,1.12,1.49,1.68,,,
05.05.2005,1.15,1.34,3.4,2.5,,
06.05.2005,1.97,2.08,1.75,2.95,,
11.05.2005,1.44,1.65,2.93,2,,
12.05.2005,1.05,1.51,1.58,2.5,,
13.05.2005,1.23,1.3,2,5.2,,
14.05.2005,1.08,1.01,,,,8
16.05.2005,1.99,2.66,2.59,,,
17.05.2005,2.58,2.41,3.32,,,
18.05.2005,1.94,2.5,3.24,2,,
19.05.2005,1.22,1.87,3.23,,,
20.05.2005,2.34,2.17,2.25,3.25,4,
23.05.2005,4.21,3.01,5.17,3.25,,
24.05.2005,5.77,5.13,5.94,4,,
25.05.2005,6.71,7.83,5,,,
26.05.2005,4.42,5.53,3.96,4.97,,8.2
27.05.2005,3.24,3.33,5.5,4.19,,
30.05.2005,5.82,6.13,4.6,,13,11.8
31.05.2005,5.71,6.5,4.65,13,,
01.06.2005,2.06,3.04,2.67,4,4.62,
02.06.2005,1.25,1.99,2.18,5.08,,
03.06.2005,1.44,1.28,1.81,4.4,,5.4
06.06.2005,1.77,1.55,2.24,,,
07.06.2005,1.49,1.89,5,,,
08.06.2005,1.17,3.18,3.89,,,
09.06.2005,1.21,1.37,4.2,,,
10.06.2005,1.29,1.51,3.68,,5.25,
14.06.2005,4.12,4.3,2.76,4.75,,
15.06.2005,5.73,5.43,5.08,,,
16.06.2005,3.28,3.41,3.11,4.83,,
17.06.2005,2.27,2.14,3.54,6.75,,
20.06.2005,6.79,4.22,5.5,,,11.93
21.06.2005,5.64,4.95,4.94,,,
22.06.2005,5.12,5.33,3.89,,,8.39
23.06.2005,2.83,4.18,5.72,,,11.8
24.06.2005,2.59,2.41,3.2,4.75,9.9,
27.06.2005,7.76,5.85,5.77,,4.5,
28.06.2005,9.69,6.92,8,6,6.5,
29.06.2005,7.74,7.48,5.94,,,
30.06.2005,7.53,6.82,7,6.75,,
01.07.2005,3.5,3.35,4.06,,,13
04.07.2005,2.85,2.5,4.13,4.65,,
05.07.2005,1.89,2.4,3.54,5.5,,
06.07.2005,1.55,2,4.91,4.24,,
07.07.2005,1.53,1.56,4.9,4.23,7.5,
08.07.2005,4.02,2.8,3.96,3.86,,6
11.07.2005,6.08,5.64,4.56,,,
12.07.2005,2.91,3.63,3.55,6.35,,8.5
13.07.2005,1.7,3.11,4.03,,,
14.07.2005,1.95,3.82,4.5,5.22,5.75,
15.07.2005,3.17,2.83,3.15,5.36,4.5,
18.07.2005,2.62,4.28,,5.33,,
19.07.2005,2.6,4.56,2.75,,,
20.07.2005,6.03,5.31,5.5,5.5,7.25,
21.07.2005,7.1,6.52,5.76,5.79,,
22.07.2005,4.06,2.93,3.65,5.51,,
25.07.2005,5.09,5.73,5.42,,,
26.07.2005,3.67,4.81,3.41,6.11,,
27.07.2005,1.84,4.09,5.25,5.5,5,11.5
28.07.2005,3.11,3.8,3.58,4.1,,
29.07.2005,4.56,5.83,4.07,4,,
01.08.2005,2.3,2.62,3.82,,,
02.08.2005,2.08,2.2,2.48,3.77,,11.5
03.08.2005,1.8,1.93,3.53,4.23,,
04.08.2005,1.76,1.67,3.75,3.63,,11.88
05.08.2005,2.24,1.83,2.19,3.58,,
08.08.2005,2.38,3.75,3.53,,,12
09.08.2005,1.69,2.69,2.9,,5.75,
10.08.2005,1.26,2.07,3.98,,7,
11.08.2005,1.33,2.38,5,,,
12.08.2005,1.58,1.67,2.25,5.58,7.75,11.6
15.08.2005,1.91,2.85,2.51,6.75,5.69,
16.08.2005,1.39,2.33,3.45,5.65,,
17.08.2005,1.14,2.67,3.45,,4.75,4.51
18.08.2005,1.27,1.93,2.42,5.83,,
19.08.2005,2.45,2.39,3.74,4.2,,
22.08.2005,2.73,2.98,4.36,4.25,7,
23.08.2005,1.68,2.58,2.23,4.25,,
24.08.2005,1.69,2.61,3.9,,6.5,
25.08.2005,4.99,5.63,5.13,7,11,11.9
26.08.2005,5.07,4.77,4.95,4.57,,
29.08.2005,5.52,5.89,3.52,5.5,,8.8
30.08.2005,3.53,3.2,4.25,3.81,,
31.08.2005,5.26,3.51,3.79,,,
01.09.2005,1.34,1.7,2.77,4,4.25,
02.09.2005,1.08,1.28,5.22,,5.85,
05.09.2005,1.18,1.27,3.76,,,4.57
06.09.2005,1.12,1.44,3.88,,,
07.09.2005,1.24,1.57,4.9,4.25,,
08.09.2005,1.99,2.31,2.28,3.05,,
09.09.2005,2.54,2.15,3.4,,,
12.09.2005,1.29,1.57,3.68,3.5,,12
13.09.2005,1.3,1.35,4.39,,5.6,
14.09.2005,0.98,1.8,4.54,,8.14,
15.09.2005,0.93,3.5,3,4,4,
16.09.2005,1.02,1.11,4,4.35,,
19.09.2005,1.19,1.87,2.62,3.85,,
20.09.2005,1.08,2.03,2.68,4,,
21.09.2005,1.09,1.9,3.81,4,7.6,
22.09.2005,1.04,1.83,3.86,4.39,,
23.09.2005,1.53,1.67,3.51,,,
26.09.2005,1.05,2.17,2.76,4.48,,
27.09.2005,0.9,2.06,3.4,4.64,,
28.09.2005,2.01,2.07,4.78,,,
29.09.2005,1.72,2.27,3.5,4.95,3.5,
30.09.2005,2.61,2.18,3.66,4,,
03.10.2005,1.07,1.41,1.72,,,
04.10.2005,0.79,1.3,1.74,3,,
05.10.2005,0.75,1.7,2.51,2.82,,
06.10.2005,1.17,1.24,3.94,3.8,6.65,
07.10.2005,1.44,1.19,2.49,,,
10.10.2005,0.96,1.51,1.82,,,
11.10.2005,0.95,1.44,1.81,2.94,4,
12.10.2005,0.94,1.52,3.17,,3.75,
13.10.2005,0.9,1.46,2.55,5.5,,
14.10.2005,1.4,1.47,3.54,3.37,,
17.10.2005,1.52,2.25,3.63,,,
18.10.2005,1.04,1.94,2.77,3.9,6.5,5
19.10.2005,0.9,2.12,3,,,
20.10.2005,1.03,2.09,,3.75,,
21.10.2005,1.03,1.01,3.5,5.4,4.21,
24.10.2005,3.16,2.86,5.51,6.4,4.25,
25.10.2005,6.31,4.1,4.94,,,
26.10.2005,6.61,7.03,5.92,,13,
27.10.2005,7,5.33,5.75,6.5,,
28.10.2005,8.06,7.17,5.14,6.5,,11.5
31.10.2005,12.13,9.44,4.5,,8,
01.11.2005,5.03,4.6,4.4,,,
02.11.2005,2.32,2.04,2.63,,,
03.11.2005,3.36,2.88,3,7,,
07.11.2005,4.01,2.78,3.6,4,,
08.11.2005,3.37,3.99,3.43,,,
09.11.2005,3.46,4.03,3.79,4.98,6.88,13
10.11.2005,4.36,4.67,4.4,,6,
11.11.2005,5.52,5.51,5.04,5.5,,
14.11.2005,6.19,4.94,6.12,5.55,7.5,
15.11.2005,7.32,7.2,7.03,,,
16.11.2005,6.81,7.03,7,7.95,,
17.11.2005,6.23,6.67,6.51,,,
18.11.2005,5.52,5.43,5.6,9.62,6.39,
21.11.2005,6.82,7.01,7.21,,,
22.11.2005,5.67,5.7,6.09,6.05,7,
23.11.2005,5.73,5.71,6.82,6.61,,
24.11.2005,6.33,7.24,6.73,,,
25.11.2005,6.5,6.1,5.93,8,,
28.11.2005,8.2,6.57,6.73,7.61,,7
29.11.2005,9.19,10.41,9.09,,,
30.11.2005,8.5,11,,,,
01.12.2005,5.61,6.06,8.5,6.58,,
02.12.2005,4.31,4.49,,7.8,,
05.12.2005,3.58,3.48,,,,
06.12.2005,5.6,5.15,5.5,9.25,,
07.12.2005,5.38,5.63,8.18,7,,
08.12.2005,3.91,4.66,3.91,,,
09.12.2005,3.51,3.58,4.81,7.41,,
12.12.2005,4.1,4.73,4.51,6.76,,
13.12.2005,4.4,3.85,4.51,,6,
14.12.2005,6.1,5.98,6.69,6.41,8.33,
15.12.2005,5.17,6.02,5.58,6.7,,
16.12.2005,4.46,3.82,4.56,6.6,,
19.12.2005,4.1,4.59,4.47,8.45,,
20.12.2005,5.69,5.6,5.53,7.07,,
21.12.2005,4.85,4.56,4.7,9,,
22.12.2005,3.73,4.4,8.7,6.35,6.75,
23.12.2005,3.39,3.32,9,,,9
26.12.2005,6.9,6.57,5.96,6.5,,
27.12.2005,4.59,5.49,5.04,6.84,,
28.12.2005,4.29,4.35,6.09,8.5,9.28,
29.12.2005,4.98,,6.08,,,
30.12.2005,4.25,8.5,4.43,,,
10.01.2006,2.66,4.42,3.47,,,
11.01.2006,1.39,1.8,3.13,7,8,
12.01.2006,1.02,1.93,3.36,4.67,,7
13.01.2006,1.03,1.03,,6,5,
16.01.2006,0.87,0.99,1,,,
17.01.2006,1,1.65,1.73,,,
18.01.2006,0.97,1.63,2.16,,,
19.01.2006,0.93,1.77,1.56,3.5,,
20.01.2006,1.42,1.29,1.4,,,
23.01.2006,0.9,1.47,1.77,4.25,,
24.01.2006,0.78,1.44,1.95,4.75,6.9,
25.01.2006,3.48,3.58,2.83,,,
26.01.2006,6.42,4.15,4.49,13,,
27.01.2006,6.82,6.57,5.97,6.23,,
30.01.2006,8.25,9.04,7.75,8.75,,
31.01.2006,8.86,7.46,13,9.25,,
01.02.2006,2.73,3.4,3.36,,5.4,
02.02.2006,1.46,2.1,3.23,,,
03.02.2006,2.81,2.24,,,,
06.02.2006,4.77,4.81,,,5.5,
07.02.2006,4.88,4.84,5.11,,,
08.02.2006,3.45,3.16,4.32,5.07,,
09.02.2006,1.41,1.52,5.64,,,
10.02.2006,0.96,0.82,3.06,5.5,,5.25
13.02.2006,1.14,1.03,3.07,,,
14.02.2006,0.83,1.13,3.35,4.84,,
15.02.2006,0.88,1.73,3.05,,,
16.02.2006,1.11,1.5,3.45,4.3,,
17.02.2006,1.21,1.41,,,,
20.02.2006,3.13,3.18,3.55,,13,
21.02.2006,2.98,3.8,3.87,,10.5,
22.02.2006,3.76,3.03,3.6,,,6
26.02.2006,4.85,4.65,4.62,,,
27.02.2006,4.69,4.93,4.6,13,,
28.02.2006,6.31,5.54,6.08,,,
01.03.2006,2.78,2.75,3.18,,6,
02.03.2006,2.33,2.69,2.46,4.92,,
03.03.2006,2.37,1.78,2.16,5.16,,5.5
06.03.2006,1.73,1.93,1.99,5.5,6,
07.03.2006,1.73,1.35,1.85,,,
09.03.2006,1.18,2.39,2.12,,4.25,
10.03.2006,1.28,1.02,2.41,3.85,9.25,
13.03.2006,1.04,1.68,4.16,,,
14.03.2006,0.93,1.22,3,,,
15.03.2006,0.83,2.55,2.86,,4.58,
16.03.2006,1.14,3.06,3.75,4.5,,
17.03.2006,1.29,1.11,3.04,4.75,,
20.03.2006,2.06,2.53,3.57,2.5,,
21.03.2006,2.23,2.39,3.14,6.74,,
22.03.2006,2.44,2.96,3.61,2.75,,
23.03.2006,2.55,3.7,3.38,4.32,11.5,
24.03.2006,3.84,3.37,2.88,4.85,,
27.03.2006,6.27,6.27,5.61,5.84,,
28.03.2006,7.77,6.44,6.51,7.5,,
29.03.2006,8.6,8.33,7.58,10,11.5,
30.03.2006,6.19,6.09,5.94,6.21,11.5,11.5
31.03.2006,6,5.93,5.35,6.7,,
03.04.2006,3.01,3.21,3.44,3.25,,
04.04.2006,2.82,2.74,3.43,3.35,5.86,
05.04.2006,2.37,2.76,3.14,4.71,6.63,
06.04.2006,3.41,2.91,3.11,4.5,,
07.04.2006,4.45,4.78,5.25,5.25,,
10.04.2006,3.58,4.62,4.06,5.19,,
11.04.2006,2.87,3.45,3.31,3.5,,
12.04.2006,2.12,2.77,4.85,4.49,5.5,
13.04.2006,2.21,2.5,2.48,3.55,,
14.04.2006,3.35,3.56,3.47,4.14,,
17.04.2006,2.32,3.08,4.18,3,,
18.04.2006,1.85,2.14,3.42,3.03,,
19.04.2006,2.02,3.22,2.84,2.5,,
20.04.2006,4.62,4.44,4.42,5.33,6.95,
21.04.2006,5.45,5.37,5.1,6.5,,
24.04.2006,3.23,4.34,4.79,4.5,8.57,
25.04.2006,5.04,5.05,5.2,6,6.4,
26.04.2006,3.73,5.98,4.38,5,5.21,
27.04.2006,3.69,5.19,3.92,4,5.08,9.5
28.04.2006,7.4,6.81,6.74,4.75,6.5,
02.05.2006,2.53,3.12,3.2,,,
03.05.2006,2.04,2.93,3.12,,5,
04.05.2006,1.9,2.55,2.78,,,
05.05.2006,2.39,2.48,2.48,3.52,,
06.05.2006,1.89,1.73,2.92,,,
10.05.2006,1.93,2.36,2.2,4.37,,
11.05.2006,1.65,2.12,2.12,4.66,,
12.05.2006,1.72,1.39,3.17,4.82,7.2,
15.05.2006,2.15,2.68,3.06,,4,
16.05.2006,2.39,3.06,3.46,4.46,4.25,
17.05.2006,1.64,2.93,3.39,,,
18.05.2006,1.58,2.69,3.23,,,
19.05.2006,1.96,1.64,2.62,,,
22.05.2006,2.47,3.23,3.3,4.75,,
23.05.2006,2.2,2.91,2.83,4.15,11.5,
24.05.2006,2.71,3.84,3.08,5.25,4.83,
25.05.2006,5.48,4.66,4.62,,,
26.05.2006,2.86,2.03,2.25,3.5,,11.5
29.05.2006,2.09,2.73,2.49,3,,
30.05.2006,1.43,2.57,4.83,3.24,,11.5
31.05.2006,1.45,2.4,4,2.25,,
01.06.2006,1.24,3.23,4.13,2.22,,
02.06.2006,1.17,0.83,5.7,1.75,,
05.06.2006,0.93,3.75,2.54,1.75,4.5,
06.06.2006,1.19,2.74,4,1.5,,
07.06.2006,1.32,1.23,1.34,2,,
08.06.2006,1.59,2.07,1.17,5.23,,7.79
09.06.2006,1.93,1.82,2.28,3.34,,
13.06.2006,1.58,2.5,3.02,3.47,,
14.06.2006,1.57,1.9,3.55,6.25,4.29,
15.06.2006,1.55,1.76,5.24,3.67,,
16.06.2006,2.01,1.91,4.55,4,11.43,
19.06.2006,2.56,2.85,2.26,2.5,,
20.06.2006,3.62,3.73,3.92,5,,
21.06.2006,1.93,2.71,2.23,3,,
22.06.2006,1.86,2.15,3.61,3.14,,
23.06.2006,2.23,2.37,3.51,4.01,,
26.06.2006,5.34,4.41,4.09,5.5,11.5,
27.06.2006,5.39,5.09,4.83,,11.5,
28.06.2006,5.95,5.83,5.92,,9.5,
29.06.2006,5.73,5.2,5.69,4.5,,
30.06.2006,5.75,4.9,5.75,,,
03.07.2006,1.82,2.31,3.22,4.35,11.5,
04.07.2006,1.61,2.19,2.61,,,
05.07.2006,1.62,2.36,2.4,6,,
06.07.2006,1.73,2.12,3.94,4.22,,
07.07.2006,2.43,2.28,2.43,4,7,
10.07.2006,2.31,2.55,2.31,,11.5,
11.07.2006,1.89,2.47,3.26,6.83,5.57,
12.07.2006,2.02,3.76,2.85,4.08,4.96,
13.07.2006,2.44,2.89,3.42,4.7,11.5,
14.07.2006,2.63,2.83,3.56,4,,
17.07.2006,1.96,3.34,4.21,3.65,,
18.07.2006,1.34,2.49,1.94,3.78,,
19.07.2006,1.25,2.38,2.66,3.58,,
20.07.2006,1.44,1.82,1.96,3.75,,
21.07.2006,1.62,1.38,4.16,5,,
24.07.2006,1.37,1.94,4,4.55,,
25.07.2006,1.58,2.09,3.75,,,10
26.07.2006,1.93,2.08,4,,5.04,
27.07.2006,2.16,2.69,4.12,4.41,5.13,
28.07.2006,3.05,2.49,5.38,,,
31.07.2006,5.49,5.99,3.75,5.41,9.68,
01.08.2006,2.1,2.38,3.3,3.11,,
02.08.2006,2.47,2.47,2.33,2.96,,
03.08.2006,2.29,2.73,2.11,4.01,,
04.08.2006,3.1,2.88,2.55,4.25,,
07.08.2006,3.36,3.34,3.16,3.48,,
08.08.2006,2.79,3.28,3.32,,,9.35
09.08.2006,2.72,3.07,2.73,5,,
10.08.2006,2.61,2.76,3.39,3.22,4.63,
11.08.2006,2.32,1.82,3.68,4.5,,
14.08.2006,1.82,2.44,2.98,3,,
15.08.2006,1.95,2.56,4.27,5,,
16.08.2006,1.81,3.19,1.95,3.1,5.07,
17.08.2006,1.78,3.13,1.61,3.11,5.5,
18.08.2006,1.93,1.8,4.02,3.67,,
21.08.2006,1.49,2.43,2.66,3,4.15,
22.08.2006,1.59,2.58,2.43,,11.74,
23.08.2006,1.69,2.3,2.1,,,3.35
24.08.2006,2.33,3.05,5.03,2.75,,
25.08.2006,3.25,3.01,3.68,4.8,,
28.08.2006,2.59,3.16,3.08,6.49,,
29.08.2006,2.29,2.94,2.72,,11.5,
30.08.2006,2.11,2.74,2.76,,10,6.5
31.08.2006,3.15,3.01,3.05,4,11.5,
01.09.2006,2.78,2.31,2.96,3.11,9.08,
04.09.2006,2.33,2.77,5.7,2.75,,
05.09.2006,2.29,3.19,3.56,2.75,,
06.09.2006,2.24,3.3,3.71,4.66,,
07.09.2006,2.6,2.97,6,4.5,,
08.09.2006,2.77,2.63,4.57,,,
11.09.2006,2.54,3.27,3.21,,,
12.09.2006,2.49,3.01,3.08,4.08,,
13.09.2006,2.36,2.99,2.99,4.4,,
14.09.2006,2.74,3.19,3.13,,11.74,
15.09.2006,3.62,3.22,3.52,,,
18.09.2006,3.45,4.08,3.38,3.65,,
19.09.2006,3.32,3.73,3.39,,,
20.09.2006,3.16,3.49,3.5,,4.75,
21.09.2006,3.32,3.39,6.03,7,,
22.09.2006,4.54,4.38,4.57,3.58,,
25.09.2006,6.67,5.03,4.83,4.4,13,
26.09.2006,4.86,4.64,4.65,,13,
27.09.2006,3.14,4.35,3.32,,13,
28.09.2006,4.46,4.8,4.29,4.82,10,
29.09.2006,4.75,4.3,4.32,4.2,,
02.10.2006,2.31,3.19,2.71,,,
03.10.2006,2.22,3.09,2.64,4.09,4.75,
04.10.2006,2.27,3.19,2.65,3.4,,
05.10.2006,2.35,3.14,2.38,5.25,,
06.10.2006,2.87,2.81,3.51,3.85,,
09.10.2006,2.21,3.47,2.57,5.42,,
10.10.2006,2.17,4.24,2.98,,4.02,
11.10.2006,2.53,3.28,4,3,,
12.10.2006,2.44,2.55,3.05,3,4.75,
13.10.2006,3.48,3.13,3.32,3.5,4.53,
16.10.2006,4.06,4.03,3.71,5,,6
17.10.2006,2.7,3.47,3.34,8.22,,
18.10.2006,2.47,3.39,3.25,4,4.75,
19.10.2006,2.84,3.43,5.2,3,,
20.10.2006,5.12,4.54,5,4.51,4.75,
23.10.2006,5.99,5.35,6.92,5.6,9,10.5
24.10.2006,5.54,5.06,5.77,5.22,,
25.10.2006,6.4,6.76,5.84,6.65,5.5,9.2
26.10.2006,6.73,6.72,6.5,6.5,,
27.10.2006,8.17,8.39,7.59,6.05,,
30.10.2006,8.95,8.36,7.11,8.2,5.75,
31.10.2006,9.82,8.9,8.7,6.85,,
01.11.2006,6.81,4.77,5.23,7.06,,
02.11.2006,6.85,6.17,6.15,5.8,,
03.11.2006,6.64,6.28,6.23,6.55,,
07.11.2006,5.98,5.95,6.1,5.51,6.75,
08.11.2006,6.2,5.92,7.13,5.9,5.65,
09.11.2006,5.51,5.44,5.65,5.25,5.25,
10.11.2006,6.85,6.49,6.24,6.4,5.5,
13.11.2006,5.64,6.18,6.27,6.35,,6.25
14.11.2006,5.72,6.13,6.03,6,5.5,
15.11.2006,6.54,6.43,6.46,6.45,10.5,
16.11.2006,5.7,6.16,6.09,5.42,6.25,8.5
17.11.2006,5.94,6.15,6.31,6.25,,
20.11.2006,6.49,7.64,7.79,7.85,,
21.11.2006,5.63,6.24,7.56,8.37,,
22.11.2006,5.09,4.94,5.85,5.86,,
23.11.2006,5.46,5.41,5.87,5.75,,
24.11.2006,5.29,4.55,6,6.68,,
27.11.2006,6.9,7.19,5.38,6.5,,
28.11.2006,8.94,9.43,6.63,6.34,10.5,
29.11.2006,8.88,8.11,6.92,6.98,,
30.11.2006,7.21,6.33,6.65,6.5,,
01.12.2006,5.29,4.84,5.43,6.16,,
04.12.2006,3.85,4.82,4.17,6.15,,
05.12.2006,5.01,4.88,5.84,7.66,,
06.12.2006,5.55,6.12,6.06,6,6,
07.12.2006,4.18,5.56,5.06,5,6,9.8
08.12.2006,4.17,4.35,5.8,5.9,,
11.12.2006,5.27,5.45,5.77,5.71,6.3,
12.12.2006,5.41,5.92,5.75,5.95,,
13.12.2006,5.31,5.65,5.89,6.36,,
14.12.2006,5.41,5.64,6.06,8.07,10.5,
15.12.2006,3.74,4.4,5.12,6.02,9.5,
18.12.2006,3.02,4.37,5.34,5.38,10,
19.12.2006,2.76,4.42,4.93,5.45,,
20.12.2006,4.11,4.28,5.45,4.5,,
21.12.2006,4.81,4.89,4.85,4.92,,
22.12.2006,6.06,5.55,6,6.15,,
25.12.2006,7.79,6.53,7.97,6.15,,
26.12.2006,7.43,,7.62,,,7.9
27.12.2006,5.48,,6.1,,,7
28.12.2006,4.53,6.38,5.93,6.5,,
29.12.2006,3.65,,3.91,4.98,,
09.01.2007,2.72,3.03,4.17,5.35,,
10.01.2007,2.25,2.84,3.2,,,
11.01.2007,2.16,3.01,4.4,4.8,,
12.01.2007,2.36,2.25,3.03,4.84,8.75,
15.01.2007,2.68,3.61,4.29,4.2,9,
16.01.2007,2.38,3.27,4.74,5.06,,
17.01.2007,2.24,2.94,4.42,5,,
18.01.2007,2.08,3.16,4.4,4.75,,
19.01.2007,2.8,3.01,3.96,5.34,,
22.01.2007,4.01,4.17,4.75,4.75,,9.5
23.01.2007,2.7,4.36,4.76,6.25,,
24.01.2007,2.59,4.07,5.5,4.75,,
25.01.2007,3.92,4.62,5.23,5.5,,
26.01.2007,4.04,4.06,4.18,5.12,,
29.01.2007,4.67,5.24,5.17,,,
30.01.2007,5.79,5.49,4.41,,9.52,
31.01.2007,5.24,4.82,4.52,,,
01.02.2007,3.08,3.24,4.64,,,
02.02.2007,3.15,3.08,4.34,8.5,9.5,
05.02.2007,2.13,2.89,4.58,7.48,5.2,
06.02.2007,2.02,2.67,4.35,,,
07.02.2007,2.13,2.39,4.16,7.25,,
08.02.2007,3.12,3.32,4.51,6,,
09.02.2007,3.08,2.87,3.29,4.9,,
12.02.2007,2.92,3.33,4.64,5.5,5.74,
13.02.2007,2.62,3.45,4.11,,,5.75
14.02.2007,2.84,3.28,3.81,5.02,,
15.02.2007,3.29,2.79,3.17,5.33,,
16.02.2007,3.71,3.52,3.94,,,
19.02.2007,2.97,3.98,3.73,8.75,5,5.6
20.02.2007,3.64,3.94,4.17,5.62,7.5,5.6
21.02.2007,4.64,4.78,5.09,5,7.99,
22.02.2007,5.76,5.55,5.04,,,
26.02.2007,6.18,6.14,5.92,,10.25,
27.02.2007,5.55,5.55,5.27,,,
28.02.2007,6.15,4.84,4.66,,8.5,
01.03.2007,4.86,5.09,4.71,5.5,,
02.03.2007,6.17,5.94,5.98,4.54,,
05.03.2007,5.44,6.71,6.55,5.46,,5.75
06.03.2007,4.3,4.65,4.36,7.43,10.25,
07.03.2007,5.02,5.17,6.08,,7.35,
09.03.2007,5.01,4.54,5.07,6.13,7.06,
12.03.2007,4.32,4.84,4.98,6,,
13.03.2007,4.57,4.26,4.49,4.66,,6
14.03.2007,6.19,4.89,6.17,,,
15.03.2007,7.45,6.46,5.98,,,
16.03.2007,5.37,4.11,5.85,6.7,,
19.03.2007,4.43,5.28,6.19,5.21,6,
20.03.2007,5.69,5.33,5.99,6.34,5.85,
21.03.2007,5.43,6.11,5.8,6,,
22.03.2007,5.26,5.92,5.8,5.5,,
23.03.2007,5.22,4.63,5.89,5.71,5.85,
26.03.2007,3.63,4.89,5.79,5.29,,11.45
27.03.2007,2.49,3.88,4.25,3.25,,
28.03.2007,2.82,3.86,3.64,4.73,,
29.03.2007,4.9,5.77,5.08,5.75,,
30.03.2007,4.8,3.99,5.57,5.66,7.5,
02.04.2007,3.03,4.19,4.52,4.97,,
03.04.2007,2.96,4.59,4.84,4,,
04.04.2007,3.34,3.8,4.57,5.28,,
05.04.2007,3.52,4.78,4.7,5.36,,11.45
06.04.2007,3.43,3.36,4,5.67,,
09.04.2007,3.01,4.21,4.29,3.75,7.14,11.45
10.04.2007,3.14,3.71,4.34,5.13,,
11.04.2007,2.95,3.84,4.68,5.47,,
12.04.2007,3.44,4,3.88,4.96,,
13.04.2007,3.15,3.26,5.12,4.68,,
16.04.2007,3.31,3.81,4.01,3.75,5.25,8.75
17.04.2007,3.51,4.63,4.51,4.99,,
18.04.2007,3,3.58,3.79,3.85,5.75,
19.04.2007,3.33,3.98,3.86,7.89,,
20.04.2007,4.37,3.68,5.05,4.91,,
23.04.2007,3.25,3.76,4.49,3.65,6.5,
24.04.2007,2.89,3.62,4.27,3.6,6.5,
25.04.2007,3.71,4.94,4.89,4.13,6.5,
26.04.2007,3.63,3.94,4.02,4.33,6.5,
27.04.2007,4.29,4.78,5.05,5.72,,
28.04.2007,3.89,3.8,3.48,,6.3,
02.05.2007,3.62,3.85,4.12,3.75,,
03.05.2007,3.44,3.97,3.75,4.59,,
04.05.2007,3.6,3.45,3.76,4.62,,
07.05.2007,3.39,3.07,4.59,3.99,,
08.05.2007,3.4,3.32,4.66,5.73,6,
10.05.2007,4,3.77,3.58,8,,
11.05.2007,3.4,3.2,4.84,4.37,,
14.05.2007,3.28,3.82,4.35,3.89,4.75,
15.05.2007,3.42,3.7,3.71,4.43,5.06,
16.05.2007,3.37,4.21,3.67,5.23,,
17.05.2007,3.12,3.78,3.78,5.35,5,
18.05.2007,2.43,2.82,4.86,7.81,4.75,
21.05.2007,2.84,3.25,3.45,6.14,8.35,8.8
22.05.2007,2.78,3.26,3.87,5.63,5.1,
23.05.2007,3.53,4.4,4.41,,,
24.05.2007,3.58,4.49,3.59,5.5,5.25,
25.05.2007,3.47,3.39,3.57,5.37,,
28.05.2007,3.16,4.22,3.68,3.75,7.61,9.8
29.05.2007,3.2,3.58,4.3,4.21,,
30.05.2007,3.14,3.56,3.72,4.5,5,
31.05.2007,3.4,4.46,4,3.95,,9.25
01.06.2007,3.07,3.11,3.39,3.94,4.25,
