ƒата,1 день,от 2 до 7 дн.,от 8 до 30 дн.,от 31 до 90 дн.,от 91 до 180 дн.,от 181 дн. до 1 года
13.01.2017,10.03,,,,,
16.01.2017,10.2,10.35,8.75,,,
17.01.2017,10.19,,,,,
18.01.2017,10.25,10.29,10.3,,,
19.01.2017,10.21,,10.3,,,
20.01.2017,10.03,,11.21,,,
23.01.2017,9.91,,11.23,,,
24.01.2017,9.88,,,,,
25.01.2017,10.15,9.92,10.28,9.49,,
26.01.2017,10.36,10.4,9.25,,,
27.01.2017,10.28,10.35,,,,
30.01.2017,10.28,10.34,,11.65,,
31.01.2017,10.21,,10.02,9.82,,
01.02.2017,10.25,10.25,,,,
02.02.2017,10.12,,,,,
03.02.2017,9.97,,9.7,,,
06.02.2017,9.82,9.97,,,,
07.02.2017,9.96,10.16,10.25,12.2,,
08.02.2017,10.19,10.1,10.3,,,
09.02.2017,10.22,,,10.6,,
10.02.2017,10.22,,,10.16,,
13.02.2017,10.18,10.25,,9.84,,
14.02.2017,10.15,10.38,,,,
15.02.2017,10.36,10.25,,,,
16.02.2017,10.29,,,10.23,,
17.02.2017,10.27,10.7,10.5,12.49,,
20.02.2017,10.17,10.25,10.4,,,
21.02.2017,10.17,10.27,,,,
22.02.2017,10.05,10.27,,,,
27.02.2017,10.13,10.05,,,,
28.02.2017,10.02,10.21,,10.25,,
01.03.2017,10.02,,10.24,,,
02.03.2017,9.86,,,,,
03.03.2017,9.83,9.31,,10.28,,
06.03.2017,9.69,9.63,,,,
07.03.2017,9.48,10.14,,,,
09.03.2017,9.96,10.24,,,,10.53
10.03.2017,9.96,9.81,,,,
13.03.2017,9.93,10.42,,,,
14.03.2017,10.02,10.04,10.09,,,
15.03.2017,10,10.3,10.1,10.84,,
16.03.2017,9.96,10.26,,,,
17.03.2017,9.97,10.72,10.39,,,
20.03.2017,10,9.68,,,,
21.03.2017,10,10,10.92,,,
22.03.2017,9.99,10,,,,
23.03.2017,9.95,10.01,,10.76,,
24.03.2017,9.8,,9.94,,,
27.03.2017,9.77,9.01,9.68,9.86,10.1,10.43
28.03.2017,9.78,9.75,,,,
29.03.2017,9.92,,,,,
30.03.2017,10,10.27,,11.75,,10.43
31.03.2017,9.86,9.89,10.2,10,9,
03.04.2017,9.84,,9.9,,,
04.04.2017,9.74,9.8,,,,
05.04.2017,9.47,,,10.58,,
06.04.2017,9.25,9.76,,,,
07.04.2017,9.32,9.5,,,,
10.04.2017,9.42,9.34,,,,
11.04.2017,9.37,9.92,9.49,,,
12.04.2017,9.59,9.77,9.84,,,
13.04.2017,9.55,9.78,,,,
14.04.2017,9.63,10.31,10.34,,,
17.04.2017,9.63,9.35,,,,
18.04.2017,9.64,9.78,,,,
19.04.2017,9.65,9.9,9.87,,,
20.04.2017,9.65,10,,10.03,,
21.04.2017,9.6,9.74,,,,
24.04.2017,9.57,9.37,,,,
25.04.2017,9.74,9.76,,,,10.32
26.04.2017,9.65,9.69,,10.91,,
27.04.2017,9.59,9.68,,,,
28.04.2017,9.63,,,,,
02.05.2017,9.14,9.48,9.17,,,
03.05.2017,9.34,9.34,9.34,,,
04.05.2017,9.48,,,,,
05.05.2017,9.45,8.82,,,,
10.05.2017,9.26,9.48,,,,
11.05.2017,9.05,8.76,,,,
12.05.2017,9,,9.37,,,
15.05.2017,8.98,8.72,,,,
16.05.2017,8.92,,,,,
17.05.2017,9.07,9.39,,,,
18.05.2017,9.03,,,,,
19.05.2017,9.09,,,,,
22.05.2017,9.05,,,,,
23.05.2017,9.07,,,8.17,,
24.05.2017,9,9.29,,,,
25.05.2017,9.13,8.5,,,,
26.05.2017,9.08,9.59,,,,
29.05.2017,9.2,,,,,
30.05.2017,9.2,,,,,
31.05.2017,9.15,8.65,,,,
01.06.2017,9.22,9.31,,,,
02.06.2017,9.21,9.16,,,,
05.06.2017,9.37,,,,,
06.06.2017,9.61,8.75,,,,
07.06.2017,9.12,,,,,
08.06.2017,9.14,9.3,,,,
09.06.2017,9.06,8.5,,,,
13.06.2017,9.09,8.64,,,,
14.06.2017,9.17,9.01,,,,
15.06.2017,9.24,9.37,,,,
16.06.2017,9.24,8.5,,,,
19.06.2017,9.07,9.2,9.36,9,,
20.06.2017,9.05,8.58,,,,
21.06.2017,8.97,8.68,,,,
22.06.2017,8.8,8.45,,,,
23.06.2017,8.72,8.25,,,,
26.06.2017,8.88,9.22,,,,
27.06.2017,9.03,8.77,,,,
28.06.2017,9.1,,9.25,,,
29.06.2017,9.14,8.51,9.17,,,
30.06.2017,9.06,10.65,,8.5,,
03.07.2017,9.03,9.17,9.16,,,
04.07.2017,9.04,8.59,,,,
05.07.2017,9.03,,,,,
06.07.2017,9.04,8.82,,,,
07.07.2017,9.01,,8.32,,,
10.07.2017,8.8,9.04,,,,
11.07.2017,8.51,,,,,
12.07.2017,8.82,,,,,
13.07.2017,8.81,,,,,
14.07.2017,8.82,9.31,,,,
17.07.2017,8.94,9.25,,,,
18.07.2017,8.91,8.9,,,,
19.07.2017,8.93,8.9,9.29,9.3,,
20.07.2017,8.93,,,8.02,,
21.07.2017,8.93,,8.68,,,
24.07.2017,8.92,,,,,
25.07.2017,8.96,,8.76,,,
26.07.2017,9.04,,,,,
27.07.2017,9.11,,,,,
28.07.2017,9.14,,8.99,,,
31.07.2017,9.18,9.28,9.25,8.83,,
01.08.2017,8.98,9.15,,,,
02.08.2017,8.84,9.11,9.11,8,,
03.08.2017,8.76,,,,,
04.08.2017,8.36,,,,,8.24
07.08.2017,8.31,,,9.23,,8.17
08.08.2017,8.34,,,,,
09.08.2017,8.7,9,,,,
10.08.2017,8.56,8.85,,,,
11.08.2017,8.37,8.75,,,,
14.08.2017,8.29,8.73,8.5,9.15,,
15.08.2017,8.34,8.48,8.84,,,
16.08.2017,8.53,9.04,,,,
17.08.2017,8.54,8.75,9,,,
18.08.2017,8.56,8.75,9.07,,,
21.08.2017,8.56,,8.25,,,
22.08.2017,8.57,8.79,,,,
23.08.2017,8.4,,8.26,,,
24.08.2017,8.36,8.75,8.82,,,
25.08.2017,8.54,8.89,8.49,,,
28.08.2017,8.57,8.23,,,,
29.08.2017,8.56,8.68,,,,
30.08.2017,8.59,8.65,8.52,,,9.88
31.08.2017,8.71,8.51,8.61,,,
01.09.2017,8.8,8.84,9.04,9.03,,
04.09.2017,8.94,,8.25,,,
05.09.2017,8.67,,,,,
06.09.2017,8.5,8.75,8.67,,,
07.09.2017,8.47,8.62,8.74,,,
08.09.2017,8.39,8.57,8.69,,,
11.09.2017,8.42,,8.11,,,
12.09.2017,8.24,8.5,,,8.49,
13.09.2017,8.26,8.24,,,,
14.09.2017,8.81,8.54,,,,
15.09.2017,8.87,,8,,,
18.09.2017,8.03,8.31,,,,
19.09.2017,8.08,8.88,,,,
20.09.2017,8.05,7.99,8.3,,,
21.09.2017,8.07,,,,,
22.09.2017,8.07,,,,,
25.09.2017,8.09,8.34,,8.3,,
26.09.2017,8.01,8.48,10.24,,,
27.09.2017,8.16,8.51,,,,
28.09.2017,8.45,8.34,,,,
29.09.2017,8.47,,,,,
02.10.2017,8.24,8.39,8.74,,,
03.10.2017,8.25,,8.61,,,
04.10.2017,8.05,8.35,8.65,,,
05.10.2017,7.99,,,,,
06.10.2017,8.23,8.15,,9.76,,
09.10.2017,8.32,8.52,,,,
10.10.2017,8.23,8.28,,,7.95,
11.10.2017,7.96,8.3,8.27,,,
12.10.2017,8.2,,,,,
13.10.2017,8.19,8.17,,8.49,,
16.10.2017,7.99,8.25,,,,
17.10.2017,7.93,8.5,,,,
18.10.2017,7.95,,,,,
19.10.2017,7.87,7.98,,,,
20.10.2017,7.75,,,7.56,,
23.10.2017,7.97,8.35,,,,
24.10.2017,7.85,,,,,
25.10.2017,7.91,7.9,,7.35,,
26.10.2017,7.99,8.28,,,,
27.10.2017,7.9,,,,,
30.10.2017,8.07,,8.18,8.23,,
31.10.2017,8.11,8.52,,,,
01.11.2017,8.12,,,,,
02.11.2017,8.25,8.23,,,,
03.11.2017,8.11,,,,,
07.11.2017,7.76,8.25,,,,
08.11.2017,7.8,7.83,,,,
09.11.2017,7.78,,,,,
10.11.2017,7.88,7.81,,,,
13.11.2017,7.89,7.57,,,,
14.11.2017,7.96,8.27,,,,
15.11.2017,7.99,7.94,,8.32,,
16.11.2017,8.01,7.82,,,8.78,
17.11.2017,8.02,8.71,8.03,,,
20.11.2017,8.01,7.54,,,,
21.11.2017,8.02,8.27,,,,
22.11.2017,7.99,8.01,,,,
23.11.2017,7.97,8.75,8.15,,,
24.11.2017,7.98,8.14,,7.97,,
27.11.2017,8.08,,,7.58,,
28.11.2017,8.2,8.05,,9.39,,
29.11.2017,8.24,8.02,,,,
30.11.2017,8.24,8.05,,,,8.53
01.12.2017,8.23,8.1,,,,
04.12.2017,7.89,,,,,
05.12.2017,7.96,7.67,,,,
06.12.2017,8.07,8.08,,,,
07.12.2017,8.1,7.91,,,,
08.12.2017,7.41,8.07,,,,
11.12.2017,7.97,,,,,
12.12.2017,7.96,7.58,,,,
13.12.2017,7.96,7.85,,7.81,7.68,8.05
14.12.2017,7.82,7.59,,,,
15.12.2017,7.85,,7.85,,,
18.12.2017,7.53,7.39,7.92,,,
19.12.2017,7.49,7.46,,,,
20.12.2017,7.51,7.09,,7.2,,
21.12.2017,7.51,,,,,
22.12.2017,7.55,7.49,,7.45,,
25.12.2017,7.76,7.52,,7.6,,
26.12.2017,7.61,,7.7,,,
27.12.2017,7.5,,7.88,,8.12,
28.12.2017,7.29,,7.41,,,
29.12.2017,7.35,,,,,
09.01.2018,6.94,7,,,,
10.01.2018,7.11,,,,,
11.01.2018,7.04,7.27,7.68,,,
12.01.2018,6.96,7.25,,,,
15.01.2018,7.04,7,,,,
16.01.2018,7.03,7.03,,,,
17.01.2018,7.01,,,,,
18.01.2018,7.06,7.14,,,,
19.01.2018,7.04,,,,,
22.01.2018,7.01,,,7.06,,8.36
23.01.2018,6.97,7,,,,
24.01.2018,6.95,7.14,,,,
25.01.2018,7.2,7,,,,
26.01.2018,7.25,,,7.34,,8.45
29.01.2018,7.35,7.15,,,,8.26
30.01.2018,7.37,7,,,,
31.01.2018,7.16,7.28,,,,
01.02.2018,7.24,7.43,,,,
02.02.2018,7.08,7.04,,,,
05.02.2018,7.14,7,,,,
06.02.2018,7.21,7.17,7.41,,,
07.02.2018,7.07,7,,,,
08.02.2018,7.05,7.23,,,,
09.02.2018,7,,,,,
12.02.2018,6.81,6.75,,,,
13.02.2018,6.82,,7.02,,,
14.02.2018,6.95,,,,,
15.02.2018,7.09,6.92,,,,
16.02.2018,7.19,7.18,,,,
19.02.2018,7.24,6.75,,,,
20.02.2018,7.26,7.21,7.29,6.71,,
21.02.2018,7.26,,,6.74,,
22.02.2018,7.23,,,6.87,,
26.02.2018,7.29,6.86,,7.44,,
27.02.2018,7.38,6.75,7.29,,,
28.02.2018,7.45,,,7.6,,
01.03.2018,7.38,7.34,,6.94,,
02.03.2018,7.19,,,,,
05.03.2018,7.28,7.25,,,,
06.03.2018,7.18,7.33,7.2,,,
07.03.2018,7.18,,,,6.71,
12.03.2018,7.28,7.21,,,,
13.03.2018,7.31,7.21,7.13,,,
14.03.2018,7.32,7.3,,,,
15.03.2018,7.07,6.97,,7.05,6.62,
16.03.2018,7.18,6.85,,,,7.75
19.03.2018,7.19,6.75,,,,
20.03.2018,7.14,6.75,,7.22,,
21.03.2018,7.07,7.17,,,,
22.03.2018,7.14,7.19,,,,
23.03.2018,6.93,,,7.08,,
26.03.2018,7.04,6.53,,6.67,,7.61
27.03.2018,7.07,6.87,,,,
28.03.2018,6.9,6.79,,,,
29.03.2018,7,6.85,6.5,6.86,,
30.03.2018,7.08,7.16,,7.68,,
02.04.2018,7.08,6.51,,,,
03.04.2018,7.01,6.5,7.15,,,
04.04.2018,6.85,6.89,7.15,,,
05.04.2018,6.96,7.23,,7.72,,
06.04.2018,7.02,6.5,,7.25,,
09.04.2018,7.06,6.53,,,,
10.04.2018,7.19,6.5,,,,
11.04.2018,7.03,6.55,,,,
12.04.2018,6.99,7.1,,,,
13.04.2018,7.01,7.26,,,,
16.04.2018,6.99,6.5,,,,
17.04.2018,7.01,6.58,,,,
18.04.2018,7.09,6.99,,,,
19.04.2018,7.02,6.82,,,,
20.04.2018,7.02,6.48,,,,
23.04.2018,6.86,,,6.91,,
24.04.2018,6.83,,7.23,,,
25.04.2018,6.92,6.64,6.5,6.98,,
26.04.2018,7.02,6.99,6.8,,,
27.04.2018,7.02,7.01,,,,
28.04.2018,7.08,,6.76,,,
03.05.2018,6.98,7.23,,,,
04.05.2018,6.81,6.5,,,,
07.05.2018,6.76,,6.5,,,
08.05.2018,6.47,6.5,,,,
10.05.2018,6.81,6.75,,,,
11.05.2018,6.78,,,,,
14.05.2018,6.86,7,6.5,,,
15.05.2018,6.91,,6.93,,,
16.05.2018,7.04,6.68,,,,
17.05.2018,7.08,7.08,,,,
18.05.2018,7.12,7,7.13,,,
21.05.2018,7.09,7.1,,,,
22.05.2018,7.07,,,,,
23.05.2018,7.01,6.98,7.2,,,
24.05.2018,6.9,7.04,,,,
25.05.2018,6.98,7.09,7.36,6.99,,
28.05.2018,7.05,6.93,,,,
29.05.2018,7.06,6.96,,,,
30.05.2018,7.07,7.1,,,,
31.05.2018,7.06,7.02,,,,
01.06.2018,7.04,7.03,,,,
04.06.2018,6.85,,7.25,,,
05.06.2018,6.89,,7,,,
06.06.2018,7,7.14,,,,
07.06.2018,7.01,7.06,,,,
08.06.2018,7,7.01,,,,
09.06.2018,6.8,,7.17,,,
13.06.2018,6.99,7.11,,6.99,,
14.06.2018,7,6.99,6.88,,,
15.06.2018,6.97,7,,7.39,,
18.06.2018,7,7.04,,7.49,,
19.06.2018,7,7,6.72,,,
20.06.2018,6.98,7.06,6.5,7.12,,
21.06.2018,6.95,6.94,,,,
22.06.2018,7.06,7,,7.23,,
25.06.2018,7.11,7.13,,7.01,,
26.06.2018,7.28,7.18,,7.22,,
27.06.2018,7.22,7.39,7.35,,,
28.06.2018,7.14,7.82,,7.18,,
29.06.2018,7.14,7.22,,7.02,,
02.07.2018,7.03,7.12,,,,
03.07.2018,6.74,6.96,7.52,,,
04.07.2018,7.03,,,,,
05.07.2018,7,6.77,7.36,6.98,,
06.07.2018,6.84,,,,,
09.07.2018,6.73,7.15,,,,
10.07.2018,7.06,6.43,,,,
11.07.2018,7.07,6.89,,,,
12.07.2018,7.08,,6.79,,,
13.07.2018,7.14,6.88,7.12,,,
16.07.2018,7.13,7.15,,6.99,,
17.07.2018,7.2,,6.5,,,
18.07.2018,7.1,7.21,7.23,,,
19.07.2018,7.12,7.2,6.5,,,7.16
20.07.2018,7.02,,7.5,,,
23.07.2018,6.89,7.11,,7.33,,
24.07.2018,6.86,7.1,,7.08,,
25.07.2018,6.97,6.97,7.5,,,
26.07.2018,7.14,7.15,6.3,,,
27.07.2018,7.35,7.25,7.29,,,
30.07.2018,7.71,7.25,,,,
31.07.2018,7.76,7.31,,,,
01.08.2018,7.03,7.1,6.5,,,
02.08.2018,7.01,,6.5,,,
03.08.2018,6.8,,6.59,,,
06.08.2018,6.88,7.16,,,,
07.08.2018,6.86,6.88,,7.28,,
08.08.2018,7.02,7.07,6.5,,,
09.08.2018,7.07,,7.2,7.01,,
10.08.2018,7.14,7.12,7.33,,,
13.08.2018,7.14,7.2,,,,
14.08.2018,7.16,7.34,7.22,7.75,,
15.08.2018,7.11,,6.77,,,
16.08.2018,7.08,7.15,,,,
17.08.2018,6.97,7.19,,8.23,,
20.08.2018,6.98,,,,,
21.08.2018,6.93,7.01,,7.75,,
22.08.2018,6.94,7.03,,,,
23.08.2018,6.69,7,6.5,,,
24.08.2018,6.95,7.01,7.11,,,
27.08.2018,7.18,,7.4,,,
28.08.2018,7.26,7.15,,,,
29.08.2018,7.18,7.1,,,,
30.08.2018,7.13,7.28,6.5,,,
31.08.2018,7.13,7.11,7.2,7.58,,
03.09.2018,7.15,7.19,,,,
04.09.2018,7.16,7.23,7.25,,,
05.09.2018,7.04,,,,,
06.09.2018,6.94,6.93,6.98,,,
07.09.2018,6.98,7.2,,,,
10.09.2018,6.99,7.09,6.2,,,
11.09.2018,7.04,7.1,6.2,,,
12.09.2018,6.92,,,,,
13.09.2018,7.02,,,8.29,,8.23
14.09.2018,7.01,,,,,
17.09.2018,7.31,,6.75,8.25,,
18.09.2018,7.29,7.14,,,,
19.09.2018,7.11,7.05,,8.25,,
20.09.2018,7.28,7.14,,8.15,,
21.09.2018,7.23,7.09,,8.25,,
24.09.2018,7.19,7.5,,8.04,,
25.09.2018,7.4,7.19,,8.1,,
26.09.2018,7.3,7.27,,8.25,,
27.09.2018,7.24,7.23,7.22,,,
28.09.2018,7.38,,,,,
01.10.2018,7.26,7.18,,,,
02.10.2018,7.27,7.37,,,,
03.10.2018,7.33,7.37,,,,
04.10.2018,7.35,7.47,,,,
05.10.2018,7.51,7.42,,,,
08.10.2018,7.31,7.21,,,,
09.10.2018,7.14,7.47,,,,
10.10.2018,7.21,7.36,7.67,8.1,,
11.10.2018,7.33,7.25,,,,
12.10.2018,7.33,6.89,,8.14,,8.78
15.10.2018,7.34,7.3,,,,
16.10.2018,7.29,,,,,
17.10.2018,7.29,7.25,,,,
18.10.2018,7.36,,7.41,,,
19.10.2018,7.33,7.25,7.11,,,
22.10.2018,7.19,7.4,,8.29,,
23.10.2018,7.15,7.25,,7.94,,
24.10.2018,7.1,7.15,,,,
25.10.2018,7.34,7.27,,,,
26.10.2018,7.25,,7.85,8.01,8.28,8.6
29.10.2018,7.25,,,,8.56,
30.10.2018,7.11,7.5,,,,
31.10.2018,7.11,7.25,6.96,,,
01.11.2018,6.88,,,,,
02.11.2018,7.27,7.26,,,,
06.11.2018,7.49,7.34,,,,
07.11.2018,7.35,7.25,,,,
08.11.2018,7.36,,,,,
09.11.2018,7.33,7.38,,,,
12.11.2018,7.39,,,7.34,,
13.11.2018,7.4,,7.47,8.16,,
14.11.2018,7.25,7.35,,,,
15.11.2018,7.08,7.5,,8.5,,
16.11.2018,7.02,,,8.6,,
19.11.2018,7.07,,,8.27,,
20.11.2018,7.01,,,8.48,,
21.11.2018,7.11,7.23,,8.13,,
22.11.2018,6.93,,,,,
23.11.2018,7.07,7.3,,,,
26.11.2018,7.45,,7.05,8.13,,
27.11.2018,7.59,7.19,,,,
28.11.2018,7.44,7.53,,8.63,,
29.11.2018,7.29,7.53,,,,
30.11.2018,7.49,,,8.31,,
03.12.2018,7.32,,,,,
04.12.2018,7.38,6.88,,8.41,,
05.12.2018,7.39,7.52,,8.5,,
06.12.2018,7.37,7.53,,,,
07.12.2018,7.4,,,9.07,,
10.12.2018,7.38,7.42,,,,
11.12.2018,7.49,7.49,,8.35,,
12.12.2018,7.38,7.42,,,,
13.12.2018,7.39,7.57,,,,
14.12.2018,7.5,7.19,,,,
17.12.2018,7.57,7.62,,8.75,,
18.12.2018,7.58,7.76,,8.75,,
19.12.2018,7.67,7.73,7.82,,,
20.12.2018,7.67,7.74,,,,
21.12.2018,7.67,7.6,,8.9,,
24.12.2018,7.59,7.71,,8.72,,
25.12.2018,7.62,7.75,7.68,,,
26.12.2018,7.53,,7.76,,,
27.12.2018,7.56,,7.47,8.75,,
28.12.2018,7.15,,7.47,8.98,,
29.12.2018,7.73,,,,,
09.01.2019,7.58,7.75,,,,
10.01.2019,7.57,7.45,,,,
11.01.2019,7.54,7.75,,8.75,,
14.01.2019,7.55,,,8.85,,
15.01.2019,7.56,,,,,
16.01.2019,7.62,,,8.71,,
17.01.2019,7.65,,,8.75,,
18.01.2019,7.63,7.9,,,,
21.01.2019,7.6,7.61,,,,
22.01.2019,7.72,,,,,
23.01.2019,7.61,7.76,,,,
24.01.2019,7.59,7.24,,,,
25.01.2019,7.73,,,8.51,,
28.01.2019,7.79,,,,,
29.01.2019,7.81,,7.23,8.62,,
30.01.2019,7.74,7.89,,,,
31.01.2019,7.68,7.84,,8.93,,
01.02.2019,7.59,7.87,,8.75,,
04.02.2019,7.64,,,,,
05.02.2019,7.66,,,,,
06.02.2019,7.63,7.52,,8.12,,
07.02.2019,7.67,,,,,
08.02.2019,7.64,7.74,,,,
11.02.2019,7.68,,7,,,
12.02.2019,7.64,7.51,,,,
13.02.2019,7.55,,7.6,,,
14.02.2019,7.49,7.5,,8.25,,
15.02.2019,7.53,7.88,,,,
18.02.2019,7.56,,,,,
19.02.2019,7.72,7.62,,,,
20.02.2019,7.63,7.65,,,,
21.02.2019,7.45,,,,,
22.02.2019,7.26,7.4,,,,
25.02.2019,7.59,,,,,
26.02.2019,7.55,,,8.5,,
27.02.2019,7.74,7.65,,8.51,8.65,
28.02.2019,7.59,7.27,,8.8,,
01.03.2019,7.67,,7.32,,,
04.03.2019,7.66,7.65,,,,
05.03.2019,7.79,,,,,
06.03.2019,7.82,7.65,,,,
07.03.2019,7.83,7.73,,,,
11.03.2019,7.81,7.6,,,,
12.03.2019,7.64,7.75,7,,,
13.03.2019,7.68,,,,,
14.03.2019,7.57,7.68,6.98,,,
15.03.2019,7.56,,,,,
18.03.2019,7.5,7.57,,8.78,,
19.03.2019,7.55,,,,,
20.03.2019,7.54,7.65,,,,
21.03.2019,7.52,7.51,,,,
22.03.2019,7.52,,,8.3,,
25.03.2019,7.86,7,,8.61,,
26.03.2019,7.82,7.75,7,7.9,,
27.03.2019,7.67,7.67,,8.35,,
28.03.2019,7.6,7.67,,8.54,,8.02
29.03.2019,7.91,,,8.25,,
01.04.2019,7.67,7,,,,
02.04.2019,7.64,,,,,
03.04.2019,7.73,,,,,
04.04.2019,7.85,7.68,,,,
05.04.2019,7.89,,,,,
08.04.2019,7.76,7,,,,
09.04.2019,7.75,,7,,,
10.04.2019,7.73,7.69,,,,
11.04.2019,7.89,,7,,,
12.04.2019,7.96,,,,,
15.04.2019,7.92,,7.19,8.03,,
16.04.2019,7.95,,7.03,,,
17.04.2019,7.74,,6.6,,,
18.04.2019,7.74,7.62,,,,
19.04.2019,7.73,7.71,,,,
22.04.2019,7.61,,,,,
23.04.2019,7.47,,,,,
24.04.2019,7.37,7.72,7.53,,,
25.04.2019,7.6,,,8.96,,
26.04.2019,7.69,,,7.86,,
29.04.2019,7.87,7.7,7,8.65,,
30.04.2019,7.84,,7.75,,,
06.05.2019,7.46,7.56,7.03,,,
07.05.2019,7.51,7.48,7,,,
08.05.2019,7.7,,7,,,
13.05.2019,7.74,7.43,,,,
14.05.2019,7.81,,,,,
15.05.2019,7.76,,,8.3,,
16.05.2019,7.75,7.51,,8.85,,
17.05.2019,7.77,7.27,,,,
20.05.2019,7.72,,,,,
21.05.2019,7.75,7.29,7.73,,,
22.05.2019,7.56,7.63,,8.47,,
23.05.2019,7.55,7.46,8,,,
24.05.2019,7.32,7.87,7.46,,,
27.05.2019,7.6,7.4,7.92,8,,
28.05.2019,7.89,7.62,,8.36,,
29.05.2019,7.98,7.69,7.98,7.95,7.78,
30.05.2019,7.99,7.72,,,7.68,
31.05.2019,8.02,7.75,,,,
03.06.2019,7.76,7.75,8,,,
04.06.2019,7.68,7.73,,7.62,,
05.06.2019,7.73,,7.8,8.43,,
06.06.2019,7.68,,,,,
07.06.2019,7.68,7.53,,,,
10.06.2019,7.61,7.55,,,,
11.06.2019,7.52,7.67,7.95,7.96,,
13.06.2019,7.57,7.52,6.55,,,
14.06.2019,7.51,,6.55,,,
17.06.2019,7.44,7.38,,,,
18.06.2019,7.51,7.42,,7.46,,
19.06.2019,7.54,,,8,,
20.06.2019,7.55,7.53,,8,,
21.06.2019,7.49,,,,,
24.06.2019,7.56,7.45,,8.43,,
25.06.2019,7.55,7.66,,7.77,,
26.06.2019,7.49,,6.45,,,
27.06.2019,7.54,,,8.44,,7.45
28.06.2019,7.55,7.32,,7.82,8.83,
01.07.2019,7.47,7.3,7.75,7.99,,
02.07.2019,7.41,7.63,,,,
03.07.2019,7.31,7.74,,7.75,,
04.07.2019,7.3,,,,,
05.07.2019,7.29,,,,,
08.07.2019,7.26,,,,,
09.07.2019,7.29,,,7.75,,
10.07.2019,7.37,,7.08,,,
11.07.2019,7.33,,,,,
12.07.2019,7.39,,,,,
15.07.2019,7.45,,,,,
16.07.2019,7.4,7.43,7.54,,,
17.07.2019,7.34,7.39,,7.78,,
18.07.2019,7.32,7.41,,,,
19.07.2019,7.39,7.28,,,,
22.07.2019,7.31,,7.39,,,
23.07.2019,7.25,7.13,7.1,7.25,,
